title,price,type,bedrooms,bathrooms,location,url,description,amenities,area,country,city,district,price_per_sqft,description_word_count,description_char_count,title_word_count,title_char_count,amenities_word_count,amenities_char_count,has_security_amenities,has_parking_amenities,has_pool_amenities,has_gym_amenities,has_kitchen_amenities,has_outdoor_amenities,has_luxury_amenities,has_utilities_amenities,total_amenities
Apartment For Sale in Ghazir,120000.0,Apartment,3.0,3.0,"Ghazir, Mount Lebanon Governorate, Kesrouane district",https://www.realestate.com.lb/en/buy-properties-lebanon/EV-GA-565/apartment-for-sale-ghazir-lebanon-EV-GA-565,"🏡 Apartment for Sale | Ghazir – Fully Furnished & Decorated  📏 Size: 140 sqm 💰 Price: $120,000 🛏️ Bedrooms: 3 🪑 Fully Furnished & Decorated 🔥 Chauffage Installed 🏢 2nd Floor  📍 Location: Ghazir – Peaceful area with easy access to main roads and amenities. Reference GA-565 120,000 USD Save Share","['Balcony', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Storage Room', 'City View']",1507.0,Lebanon,Ghazir,Kesrouane ,79.62840079628401,52,295,5,28,12,92,0,1,0,0,0,1,0,1,6
+87 Sqm Terrace | Apartment for Sale in Bsalim,290000.0,Apartment,3.0,4.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16054/apartment-for-sale-bsalim-lebanon-ML-16054,"Apartment with Terrace for Sale in Bsalim Calm Area - Easy Access   Space: 150 Sqm Terrace: 87 Sqm  Unit features:   •⁠ 3 Bedrooms - 1 Master •⁠ 4 Bathrooms  •⁠ Kitchen  •⁠ Living Room •⁠ Maids Room  Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge •⁠ Central AC •⁠ Heating System  Facilities:  •⁠ 2 Parking Underground •⁠ Storage Room  Sale price: 290,000$-Fresh Usd +2.5% brokerage fees  - Reference #N251 - Reference N251 290,000 USD Save Share","['Maids Room', 'Balcony', 'Concierge', 'Covered Parking', 'Storage Room', 'Terrace', 'Near Public transportation', 'Near restaurants']",1615.0,Lebanon,Bsalim,El Metn ,179.56656346749227,75,447,9,46,14,134,0,1,0,0,0,2,0,0,8
+40 Sqm Terrace | Apartment for Sale in Bsalim,267000.0,Apartment,2.0,4.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16053/apartment-for-sale-bsalim-lebanon-ML-16053,"Apartment with Terrace for Sale in Bsalim Calm Area - Easy Access   Space: 150 Sqm Terrace: 40 Sqm  Unit features:   •⁠ 2 Bedrooms - 1 Master •⁠ 4 Bathrooms  •⁠ TV Room •⁠ Kitchen  •⁠ Living Room •⁠ Maids Room  Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge •⁠ Central AC •⁠ Heating System  Facilities:  •⁠ 2 Parking Underground •⁠ Storage Room  Sale price: 267,000$ - Fresh Usd +2.5% brokerage fees  - Reference #N252 - Reference N252 267,000 USD Save Share","['Maids Room', 'Balcony', 'Concierge', 'Covered Parking', 'Storage Room', 'Terrace', 'Near Public transportation', 'Near restaurants']",1615.0,Lebanon,Bsalim,El Metn ,165.3250773993808,80,460,9,46,14,134,0,1,0,0,0,2,0,0,8
250 Sqm | Spacious Apartment For Sale in Baabda,1050000.0,Apartment,3.0,3.0,"Baabda, Mount Lebanon Governorate, Baabda district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16052/apartment-for-sale-baabda-lebanon-ML-16052,"Apartment with Unblockable View for sale in Baabda   Space: 250 Sqm  Unit features:   •⁠ 3 Bedrooms - 1 Master •⁠ 3 Bathrooms  •⁠ ⁠Kitchen Fully Equipped  •⁠ Spacious Living Room •⁠ Big Balcony   Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge •⁠ AC Central  •⁠ Heating System  •⁠ Closet Room •⁠ Chimney   Facilities:  •⁠ 2 Underground Parking  •⁠ Storage Room  Sale price: 1,050,000$-Fresh USD +2.5% brokerage fees  - Reference #N239 - Reference N239 1,050,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Built in Wardrobes', 'Near Public transportation', 'Near restaurants']",2691.0,Lebanon,Baabda,Baabda ,390.1895206243032,76,477,9,47,14,130,0,1,0,0,0,1,0,0,7
225 Sqm | Apartment For Sale in Biyada,600000.0,Apartment,3.0,4.0,"El Biyada, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16051/apartment-for-sale-el-biyada-lebanon-ML-16051,"Apartment with Mountain View For Sale in Biyada Calm Area  Space: 225 Sqm  Unit features:   •⁠ 3 Bedrooms - 1 Master •⁠ 4 Bathrooms  •⁠ Kitchen  •⁠ Balcony  •⁠ Maids Room  Features:  •⁠ 24/7 Electricity •⁠ 24/7 concierge  Facilities:  •⁠ 2 Parking  •⁠ Storage Room  Sale price: 600,000$ - Fresh USD +2.5% brokerage fees  - Reference #N235 - Reference N235 600,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Concierge', 'Storage Room', 'Near Public transportation', 'Near restaurants']",2422.0,Lebanon,El Biyada,El Metn ,247.72914946325352,64,378,8,38,13,119,0,0,0,0,0,1,0,0,7
Sea View | Terrace | Duplex For Sale in Bsalim,450000.0,Duplex,4.0,4.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16049/duplex-for-sale-bsalim-lebanon-ML-16049,"Sea view Duplex with Terrace for Sale in Bsalim  Space: 225 Sqm  Unit features:   •⁠ 4 Bedrooms - 2 Master •⁠ 4 Bathrooms  •⁠ Kitchen  •⁠ Living Room •⁠ Terrace  Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge •⁠ Central AC •⁠ Heating System  Facilities:  •⁠ 2 Parking Underground  Sale price: 450,000$-Fresh Usd +2.5% brokerage fees  - Reference #N248 - Reference N248 450,000 USD Save Share","['Central A/C', 'Concierge', 'Covered Parking', 'View of Water', 'Terrace', 'Near Public transportation', 'Near restaurants']",2422.0,Lebanon,Bsalim,El Metn ,185.79686209744014,65,393,10,46,14,125,0,1,0,0,0,1,0,1,7
Sea View Chalet | 3 Bedrooms | for Sale in Aqua Marina,550000.0,Chalet,3.0,3.0,"Tabarja, Mount Lebanon Governorate, Kesrouane district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16048/chalet-for-sale-tabarja-lebanon-ML-16048,"Chalet with Sea View for Sale in Aqua Marina  Space: 85 sqm  Unit features:   •⁠  ⁠3 Bedrooms  •⁠  ⁠3 Bathrooms •⁠  ⁠Kitchen fully equipped  •⁠  ⁠Living Room •⁠  ⁠Maid’s room  Features:  •⁠  ⁠Central AC •⁠  ⁠24/7 Electricity •⁠  AC Split •⁠  ⁠24/7 Security  Facilities:  •⁠  ⁠1 underground Parking   Sale price: 550,000$ +2.5% brokerage fees  - Reference #N123 - Reference N123 550,000 USD Save Share","['Maids Room', 'Central A/C', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Kitchen Appliances', 'View of Water', 'Near Public transportation', 'Near restaurants']",915.0,Lebanon,Tabarja,Kesrouane ,601.0928961748634,64,400,12,54,20,171,1,1,0,0,2,0,0,1,9
+70 Sqm Terrace | Apartment For Sale in Bsalim,240000.0,Apartment,2.0,3.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16062/apartment-for-sale-bsalim-lebanon-ML-16062,"Apartment with Terrace For Sale in Bsalim  Space: 120 Sqm Terrace: 70 Sqm  Unit features:   •⁠ 2 Bedrooms •⁠ 3 Bathrooms  •⁠ Living Room •⁠ Kitchen  •⁠ Terrace  Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge •⁠ Central AC •⁠ Heating System  Facilities:  •⁠ 1 Parking Underground  Sale price: 240,000$-Fresh Usd +2.5% brokerage fees  - Reference #N245 - Reference N245 240,000 USD Save Share","['Central A/C', 'Concierge', 'Covered Parking', 'Terrace', 'Near Public transportation', 'Near restaurants']",1292.0,Lebanon,Bsalim,El Metn ,185.75851393188856,63,392,9,46,11,108,0,1,0,0,0,1,0,0,6
100 Sqm | Apartment For Sale in Bsalim,160000.0,Apartment,2.0,2.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16061/apartment-for-sale-bsalim-lebanon-ML-16061,"Apartment with Balcony and view for sale in Bsalim Calm area - Easy access   Space: 100 Sqm  Unit features:   •⁠ 2 Bedrooms •⁠ 2 Bathrooms  •⁠ Kitchen  •⁠ Living Room  Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge  Facilities:  •⁠ 1 Parking underground  Sale price: 160,000$-Fresh Usd +2.5% brokerage fees  - Reference #N253 - Reference N253 160,000 USD Save Share","['Near restaurants', 'Balcony', 'Concierge', 'Covered Parking', 'Near Public transportation']",1076.0,Lebanon,Bsalim,El Metn ,148.6988847583643,59,367,8,38,9,93,0,1,0,0,0,1,0,0,5
Unobstructed View Apartment for Sale in Bsalim,280000.0,Apartment,3.0,4.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16060/apartment-for-sale-bsalim-lebanon-ML-16060,"Unobstructed View Apartment for Sale in Bsalim Calm Area  Space: 150 Sqm  Unit features:   •⁠ 3 Bedrooms - 1 Master •⁠ 4 Bathrooms  •⁠ Kitchen  •⁠ Living Room •⁠ Maids Room  Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge •⁠ Central AC •⁠ Heating System  Facilities:  •⁠ 2 Parking Underground •⁠ Storage Room  Sale price: 280,000$-Fresh Usd +2.5% brokerage fees  - Reference #N250 - Reference N250 280,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Storage Room', 'Near Public transportation', 'Near restaurants']",1615.0,Lebanon,Bsalim,El Metn ,173.374613003096,69,421,7,46,15,138,0,1,0,0,0,1,0,0,8
90 Sqm Terrace | Apartment for sale in Dbayeh,200000.0,Apartment,3.0,3.0,"Dbayeh, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16056/apartment-for-sale-dbayeh-lebanon-ML-16056,"Apartment for sale with Terrace in Dbayeh Gated Community   Indoor Space: 148 Sqm Outdoor space: 90 Sqm  Unit features:   •⁠ 3 Bedrooms - 1 Master •⁠ 3 Bathrooms  •⁠ ⁠Kitchen  •⁠ Terrace  Features:  •⁠  24/7 Electricity •⁠ AC Splits •⁠ 24/7 Concierge •⁠ 24/7 Security  Facilities:  •⁠ 2 Parking  •⁠ Shared Pool  Sale price: 200,000$ - Fresh USD +2.5% brokerage fees  - Reference #N232 - Reference N232 200,000 USD Save Share","['Shared Pool', 'Security', 'Concierge', 'Terrace', 'Near Public transportation', 'Near restaurants']",1593.0,Lebanon,Dbayeh,El Metn ,125.54927809165098,71,424,9,45,10,101,1,0,1,0,0,1,0,0,6
120 Sqm | Apartment For Sale in Bsalim,215000.0,Apartment,2.0,2.0,"Bsalim, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-16055/apartment-for-sale-bsalim-lebanon-ML-16055,"Apartment For Sale in Bsalim  Space: 120 Sqm  Unit features:   •⁠ 2 Bedrooms •⁠ 2 Bathrooms  •⁠ Kitchen  •⁠ Living Room  Features:  •⁠ 24/7 Electricity •⁠ 24/7 Concierge •⁠ Central AC •⁠ Heating System  Facilities:  •⁠ 1 Parking Underground  Sale price: 215,000$-Fresh Usd +2.5% brokerage fees  - Reference #N246 - Reference N246 215,000 USD Save Share","['Central A/C', 'Near restaurants', 'Concierge', 'Covered Parking', 'Near Public transportation']",1292.0,Lebanon,Bsalim,El Metn ,166.40866873065016,56,352,8,38,10,97,0,1,0,0,0,0,0,0,5
Spacious & Bright | 3 Balc. | Great Area | 24/7,350000.0,Apartment,2.0,2.0,"Achrafieh, Beirut Governorate, Beirut district",https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2330842/apartment-for-sale-achrafieh-lebanon-BL-BL2330842,"150 sqm apartment with an elegant and relaxed atmosphere. Styled with sober colors and modern furniture, don’t miss this chance to make this sunny flat your home.  Amenities: - 2 Bedrooms - 2 Bathrooms - Modern-Equipped Open Kitchen - Built-in Wardrobes - Maid's Room - Air Conditioning - 3 Balconies  Special Details:  - 24/7 Electricity - 24/7 Concierge Service - Elevator - Storage Space  Take a walk around the neighborhood and you’ll experience its creative energy first-hand and thriving sense community, with an unexpected mix of places to eat, shop, and be inspired. Here is one of the best-connected areas of Achrafieh Beirut, everything’s right here and ready for you.  Not finding your apartment? Our team is ready to help you find plenty of apartments that would fit your taste! Contact us. Reference BL2330842 350,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Covered Parking', 'Built in Wardrobes', 'Kitchen Appliances', 'Storage Room', 'Near Public transportation', 'Near restaurants']",1615.0,Lebanon,Achrafieh,Beirut ,216.71826625386996,138,845,11,47,19,169,0,1,0,0,2,1,0,0,9
Furnished Apartment for Sale in Naqqache,350000.0,Apartment,3.0,3.0,"Naqqache, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-MU17/apartment-for-sale-naqqache-lebanon-RWR-MU17,"Discover this beautifully furnished 230 sqm apartment located in a prime and quiet area of Naqqache.   The property features a bright and welcoming layout with 3 bedrooms and 3 bathrooms.  The spacious living and dining areas open onto a charming balcony, creating an inviting atmosphere for relaxation and entertaining. The fully equipped kitchen is both functional and modern.  Additional features include:  1 uncovered parking space  Fully furnished and ready to move in  High-end finishes and tasteful furniture  Who We Are?  Ray White International is part of Ray White that is a global Real Estate marketing and investment company with over 2,500 offices around the world and over 45,000 people working across many countries.  The company was started, in rural Australia, by Ray White in 1902, and has grown today to become one of the leading global Real Estate companies in the world serving satisfied customers across Australasia, the USA, India, and the Middle East.  The company has over 124 years of history in creating and developing successful careers and businesses in the fields of Real Estate marketing & investment, construction, leasing, and insurance.  We have a team of exceptional leaders that is well trained and experienced to deliver tangible value to our clients through a network of local and international locations. Reference MU17 350,000 USD Save Share",[],2476.0,Lebanon,Naqqache,El Metn ,141.35702746365104,217,1381,6,40,1,2,0,0,0,0,0,0,0,0,0
Cozy Apt. | Modern Building | 2 Balconies,350000.0,Apartment,2.0,2.0,"Achrafieh, Beirut Governorate, Beirut district",https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S767/apartment-for-sale-achrafieh-lebanon-HERO-S767,"Cozy Apartment with Brand-New Furniture And High Ceiling Located In A Calm Area & In A Modern Building.  This Beautiful Apartment has 2 Balconies.  This 117 Sqm Apartment Consists of 1 Living Room, 1 Dining Room, 2 Bedrooms, 2 Bathrooms, 2 Balconies, Kitchen Appliances, Built-In Wardrobes, Central Ac/Heating System, Generator, Concierge, 1 Parking and a Storage Room.  Price: 350,000 USD + 2.5 Commission - Cash or International Bank Transfer.  Achrafieh is a desirable location AND most vibrant city in Beirut.  The environment is great, independent, which provides you a fantastic way of life and place to have a good sociability.  This property located close to shopping malls, restaurants, coffee shops, grocery stores, hospitals, schools and many other amenities.  It is important to search for a well-connected and secured residential area that is easily accessible for your daily needs.  For this reason, Please do not hesitate to contact us for similar units, our team would be happy to assist you regarding this matter and to find you the best apartment in the Area.  WE HAVE THE LARGEST DATABASE OF APARTMENTS IN ACHRAFIEH. Reference S767 350,000 USD Save Share","['Central A/C', 'Balcony', 'Concierge', 'Covered Parking', 'Built in Wardrobes', 'Kitchen Appliances', 'Storage Room', 'City View', 'Near Public transportation', 'Near restaurants']",1259.0,Lebanon,Achrafieh,Beirut ,277.99841143764894,187,1173,8,41,20,181,0,1,0,0,2,1,0,0,10
"Brand new, Prime Location, Aramoun",135000.0,Apartment,2.0,2.0,"Aramoun, Mount Lebanon Governorate, Aley district",https://www.realestate.com.lb/en/buy-properties-lebanon/SEK-ars0039/apartment-for-sale-aramoun-lebanon-SEK-ars0039,"Brand New, Prime location, Aramoun 120 sqm 2 bedrooms 2 bathrooms 1 private parking  affordable prices Reference ars0039 135,000 USD Save Share","['Balcony', 'Concierge', 'Maid Service', 'View of Water', 'City View', 'Maintenance', 'Near Public transportation', 'Near restaurants']",1292.0,Lebanon,Aramoun,Aley ,104.48916408668731,22,143,5,34,15,135,0,0,0,0,0,1,0,1,8
brand new in BAABDA with 150 sqm terrace,500000.0,Apartment,3.0,4.0,"Baabda, Mount Lebanon Governorate, Baabda district",https://www.realestate.com.lb/en/buy-properties-lebanon/SEK-baas0033/apartment-for-sale-baabda-lebanon-SEK-baas0033,"brand new in BAABDA with 150 sqm terrace 3 bedrooms 1 master 4 bathrooms open living and dining maids room plus bathroom 150 sqm terrace  1 storage room private parking Reference baas0033 500,000 USD Save Share","['Maids Room', 'Central A/C', 'Balcony', 'Private Garden', 'Concierge', 'Barbecue Area', 'Storage Room', 'Terrace', 'City View', 'Near Public transportation', 'Near restaurants']",2153.0,Lebanon,Baabda,Baabda ,232.2340919647004,36,210,8,40,20,178,0,0,0,0,0,3,0,0,11
Brand New in baabda,455000.0,Apartment,3.0,4.0,"Baabda, Mount Lebanon Governorate, Baabda district",https://www.realestate.com.lb/en/buy-properties-lebanon/SEK-baas0034/apartment-for-sale-baabda-lebanon-SEK-baas0034,"brand new 200 sqm 3 bedroom 1 master open living and dining maids room plus bathrooms private parking  calm area prime location Reference baas0034 455,000 USD Save Share","['Maids Room', 'Balcony', 'City View', 'Concierge']",2153.0,Lebanon,Baabda,Baabda ,211.3330236878774,28,169,4,19,6,51,0,0,0,0,0,1,0,0,4
Brand New in Furn El Chebbak,250000.0,Apartment,3.0,4.0,"Furn El Chebbak, Mount Lebanon Governorate, Baabda district",https://www.realestate.com.lb/en/buy-properties-lebanon/SEK-fchs0023/apartment-for-sale-furn-el-chebbak-lebanon-SEK-fchs0023,"Brand New in Furn El Chebbak 175 sqm 3 bedrooms 1 master 1 living room  Open living and dining  kitchen  city and mountain view private parking  24 hours electricity 24 hours water  prime location Reference fchs0023 250,000 USD Save Share","['Maids Room', 'Concierge', 'Pets Allowed', 'City View', 'Near Public transportation', 'Near restaurants']",1884.0,Lebanon,Furn El Chebbak,Baabda ,132.6963906581741,40,238,6,28,12,106,0,0,0,0,0,0,0,0,6
High End | 250 Sqm | Apartment For Sale in Sanayeh,950000.0,Apartment,3.0,4.0,"Sanayeh, Beirut Governorate, Beirut district",https://www.realestate.com.lb/en/buy-properties-lebanon/ML-15990/apartment-for-sale-sanayeh-lebanon-ML-15990,"High End Apartment For Sale in Sanayeh  Prime Location  Space: 250 Sqm    Unit features:   •⁠ ⁠3 Bedrooms - 1 Master •⁠ 4 Bathrooms •⁠ Living Room •⁠ Dining Room •⁠ ⁠⁠Closed Kitchen •⁠ Maids Room  Features:  •⁠ ⁠24/7 Electricity •⁠ ⁠24/7 Water  •⁠ 24/7 Concierge •⁠ ⁠ 2 Generators for Building    Facilities:  •⁠ 2 Underground Parking •⁠ Storage Room   Sale price: 950,000$ +2.5% brokerage fees  - Reference #B29 - Reference B29 950,000 USD Save Share","['Maids Room', 'Central A/C', 'Concierge', 'Covered Parking', 'Storage Room', 'Near Public transportation', 'Near restaurants']",2691.0,Lebanon,Sanayeh,Beirut ,353.0286138981791,75,451,11,50,14,127,0,1,0,0,0,0,0,0,7
"Aramoun, brand new apartment, 126 sqm",155000.0,Apartment,2.0,3.0,"Aramoun, Mount Lebanon Governorate, Aley district",https://www.realestate.com.lb/en/buy-properties-lebanon/SEK-ars0027/apartment-for-sale-aramoun-lebanon-SEK-ars0027,"brand new for sale 126 sqm  2 bedrooms 1 master open living and dining  closed balcony  24 hours generator private parking Reference ars0027 155,000 USD Save Share","['City View', 'Concierge', 'Covered Parking', 'Balcony', 'Near restaurants']",1356.0,Lebanon,Aramoun,Aley ,114.30678466076697,27,163,6,37,8,76,0,1,0,0,0,1,0,0,5
Brand New Duplex for Sale in Mar Moussa – With Private Garden,640000.0,Duplex,3.0,4.0,"Mar Moussa El Douar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F771/duplex-for-sale-mar-moussa-el-douar-lebanon-RWI-F771,"A luxurious and brand new duplex is available for sale in Mar Moussa, offering elegant living spaces and a beautiful private garden. This property combines modern design, comfort, and functionality in a serene residential area just minutes away from Baabdat Square.  Property Details:  Total Size: 356 sqm (303 sqm interior + 160 sqm garden)  Floor: 2+3  Layout: 2 salons and dining area  Bedrooms: 3 (including 1 master bedroom)  Bathrooms: 4  Maid’s Room: Included  Balcony: Yes  Parking: 3 covered spaces  Features: Built-in wardrobes, storage room, concierge service, pets allowed  Additional Information:  Condition: Brand new  Location: Prime and peaceful area in Mar Moussa  An exceptional duplex offering spacious interiors, high-end finishes, and a private garden — perfect for families seeking luxury and tranquility.  Additional Information:  Payment Plan: 35% down payment with installments over 1.5 years  Location: Only 2 minutes away from Baabdat Square, in a prime and quiet area  From all of us at Ray White, we wish you every success in the search for your next property. If you would like more detail on this or to chat about one of the many other properties, we have available please call or email us today.  Who We Are?  Ray White International is part of Ray White that is a global Real Estate marketing and investment company with over 2,500 offices around the world and over 45,000 people working across many countries. The company was started, in rural Australia, by Ray White in 1902, and has grown today to become one of the leading global Real Estate companies in the world serving satisfied customers across Australasia, the USA, India, and the Middle East. The company has over 124 years of history in creating and developing successful careers and businesses in the fields of Real Estate marketing investment, construction, leasing, and insurance. We have a team of exceptional leaders that is well trained and experienced to deliver tangible value to our clients through a network of local and international locations. Reference F771 640,000 USD Save Share","['Maids Room', 'Private Garden', 'Concierge', 'Covered Parking', 'Built in Wardrobes', 'Walk-in Closet', 'Pets Allowed', 'Storage Room', 'Near Public transportation', 'Near restaurants']",3832.0,Lebanon,Mar Moussa El Douar,El Metn ,167.01461377870564,332,2088,12,61,21,186,0,1,0,0,0,1,0,0,10
For Sale Apartment in Mar Moussa | Prime,325000.0,Apartment,3.0,3.0,"Mar Moussa El Douar, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-F770/apartment-for-sale-mar-moussa-el-douar-lebanon-RWI-F770,"A modern and comfortable apartment is available for sale in Mar Moussa, just 2 minutes away from Baabdat Square. Designed with practicality and elegance, this property offers a spacious layout and quality finishes.  Property Details:  Size: 185 sqm   Layout: Living room and dining room  Bedrooms: 3 (including 1 master bedroom)  Bathrooms: 3  Balcony  Parking: 2 spaces  Features: AC, concierge, built-in wardrobes, walk-in closet, chauffage installed, storage room, pets allowed  Additional Information:  Payment Plan: 35% down payment with installments over 1.5 years  Location: Only 2 minutes away from Baabdat Square, in a prime and quiet area  A great opportunity to own a well-designed apartment offering comfort, convenience, and easy access to Baabdat’s main attractions.  From all of us at Ray White, we wish you every success in the search for your next property. If you would like more detail on this or to chat about one of the many other properties, we have available please call or email us today.   Who We Are?  Ray White International is part of Ray White that is a global Real Estate marketing and investment company with over 2,500 offices around the world and over 45,000 people working across many countries.  The company was started, in rural Australia, by Ray White in 1902, and has grown today to become one of the leading global Real Estate companies in the world serving satisfied customers across Australasia, the USA, India, and the Middle East.  The company has over 124 years of history in creating and developing successful careers and businesses in the fields of Real Estate marketing investment, construction, leasing, and insurance.  We have a team of exceptional leaders that is well trained and experienced to deliver tangible value to our clients through a network of local and international locations. Reference F770 325,000 USD Save Share","['Balcony', 'Concierge', 'Covered Parking', 'Built in Wardrobes', 'Pets Allowed', 'City View', 'Near Public transportation', 'Near restaurants']",1991.0,Lebanon,Mar Moussa El Douar,El Metn ,163.23455549974886,298,1877,8,40,16,144,0,1,0,0,0,1,0,0,8
Brand new | clear view | high specs,335000.0,Apartment,2.0,2.0,"Achrafieh, Beirut Governorate, Beirut district",https://www.realestate.com.lb/en/buy-properties-lebanon/LA-1333/apartment-for-sale-achrafieh-lebanon-LA-1333,"For sale : 335.000$   Brand new 103m2 apartment for sale achrafieh.  New building | clear open view   4th floor .   2bedrooms one of them master   Guest bathroom.   Open kitchen towards a bright living area .  2 elevators . Fire alarm system .  AC split units   Concierge service . Generator 24/7  1 underground parking spot   + storage room .  Price : 335.000$  +2.5% commission fees Reference 1333 335,000 USD Save Share","['Security', 'Concierge', 'Covered Parking', 'Pets Allowed', 'City View', 'Maintenance', 'Near Public transportation', 'Near restaurants']",1109.0,Lebanon,Achrafieh,Beirut ,302.07394048692515,70,422,8,35,14,138,1,1,0,0,0,0,0,0,8
Apartment for Sale in Ain Aalaq in a gated community,175000.0,Apartment,2.0,2.0,"Ain Aalaq, Mount Lebanon Governorate, El Metn district",https://www.realestate.com.lb/en/buy-properties-lebanon/MGP-AP-AAG-12/apartment-for-sale-ain-aalaq-lebanon-MGP-AP-AAG-12,"Take advantage of this opportunity to own a charming 119 sqm apartment with a 100 sqm private garden, offering panoramic mountain views, a playground, gym, multipurpose room, and visitor parking.  The property is currently occupied by a reliable tenant willing to renew the lease for another 2 years with the new owner, ensuring immediate guaranteed rental income and no vacancy period — a great investment opportunity.  It consists of: 2 Bedrooms | 2 Bathrooms | Kitchen | Dining Area | Salon  24/7 security and covered parking for residents’ convenience.  Price: US$ 175,000 + 2.5% commission fees  Don’t miss this excellent investment opportunity in Ain Aalaq, combining comfort, security, and long-term rental potential. Reference AP-AAG-12-G 175,000 USD Save Share","['Private Garden', 'Security', 'Covered Parking', 'Built in Wardrobes', 'Kitchen Appliances', 'Pets Allowed', 'Storage Room']",1647.0,Lebanon,Ain Aalaq,El Metn ,106.25379477838494,118,769,10,52,14,125,1,1,0,0,2,1,0,0,7
Apartment For Sale in Jbeil Byblos,120000.0,Apartment,2.0,2.0,"Jbeil, Mount Lebanon Governorate, Jbeil district",https://www.realestate.com.lb/en/buy-properties-lebanon/EV-JB-909/apartment-for-sale-jbeil-lebanon-EV-JB-909,"🏡 Apartment for Sale | Jbeil – High-End Finishing ✨  📏 Size: 125 sqm 💰 Price: $120,000 🏗️ Floor: 2nd 🚗 Parking: 2 Spots  Property Features: 🛏️ 2 Bedrooms 🚿 2 Bathrooms 🛋️ Salon & Dining Room 🏠 High-End Finishing Throughout  📍 Location: Jbeil – In a calm residential area, close to all amenities. Reference JB-909 120,000 USD Save Share","['Balcony', 'Covered Parking', 'View of Water', 'Pets Allowed', 'Storage Room', 'City View']",1345.0,Lebanon,Jbeil,Jbeil ,89.21933085501858,60,335,6,34,12,92,0,1,0,0,0,1,0,1,6
**Modern Mountain Chalets in Laklouk – Simplex & Duplex Residences with Panoramic Views**,220000.0,Chalet,2.0,2.0,"Laqlouq, Mount Lebanon Governorate, Jbeil district",https://www.realestate.com.lb/en/buy-properties-lebanon/REAL-SKYLOOK/chalet-for-sale-laqlouq-lebanon-REAL-SKYLOOK,"Discover your perfect mountain escape at **Laklouk Residences**, a serene residential chalet project offering a blend of luxury, comfort, and breathtaking nature views. Choose from **simplex and duplex** layouts ranging from **50 to 192 sqm**, with **1, 2, and 3-bedroom** options to suit every lifestyle.  Each unit is designed with modern finishes and large windows to capture the stunning Laklouk landscape, providing the ideal balance of style and tranquility.  💰 **Price per sqm:** Starting from **$1,000** up to **$1,800** 🏔️ A perfect retreat for all seasons — whether for weekend getaways or year-round living. Reference SKYLOOK 220,000 USD Save Share",[],1345.0,Lebanon,Laqlouq,Jbeil ,163.56877323420073,100,659,13,89,1,2,0,0,0,0,0,0,0,0,0
