title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,amenities_old,desc_nlp,title_nlp,city
Corner House,4.0,4.0,2970,"Aram Village 2, Erbil",https://homele.com/properties/corner-house-81901,"House For Sale, located in Erbil, Aram Village 2, with an area of 276m, the price is $330,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2","['parking', 'security', 'electricity', 'balcony']",House,330000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",house sale located erbil aram village 2 area 276m price 330 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 4 bathroom floor number 2,corner house,Erbil
Spacious house in diplomati Safiran,4.0,3.0,2583,"Diplomati Safiran, Erbil",https://homele.com/properties/spacious-house-in-diplomati-safiran-81876,"House For Sale, located in Erbil, Diplomati Safiran, with an area of 240m, the price is $252,500 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],House,252500,IRAQ,[],house sale located erbil diplomati safiran area 240m price 252 500 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,spacious house diplomati safiran,Erbil
Apartment in Installment,1.0,1.0,1184,"Alaska Towers, Erbil",https://homele.com/properties/apartment-in-installment-71246,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 110m, the price is $84,700. - Building A, 10th floor, Apt.1 Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 10","['parking', 'security', 'balcony']",Apartment,84700,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 110m price 84 700 building 10th floor apt 1 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 10,apartment installment,Erbil
Plot Opposite Garden,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/plot-opposite-garden-81897,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m, the price is $87,500.",[],Residential Plot,87500,IRAQ,[],residential plot sale located erbil baghlumnara area 150m price 87 500,plot opposite garden,Erbil
House with 3 Bedrooms,3.0,3.0,1345,"Roshnbiri 1, Erbil",https://homele.com/properties/house-with-3-bedrooms-81850,"House For Sale, located in Erbil, Roshnbiri 1, with an area of 125m, the price is $72,500. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,72500,IRAQ,[],house sale located erbil roshnbiri 1 area 125m price 72 500 consists 3 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 2,house 3 bedroom,Erbil
Spacious Family Home in Ankawa,5.0,3.0,2561,"Old Ankawa, Erbil",https://homele.com/properties/spacious-family-home-in-ankawa-81886,"House For Sale, located in Erbil, Old Ankawa, with an area of 238m, the price is $280,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,280000,IRAQ,[],house sale located erbil old ankawa area 238m price 280 000 negotiable consists 5 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 2,spacious family home ankawa,Erbil
"Warehouse for sale on Makhmur Road, near 120-meter street",3.0,2.0,1980,"Makhmur Road, Erbil",https://homele.com/properties/warehouse-for-sale-on-makhmur-road-near-120-meter-street-81894,"Warehouse For Sale, located in Erbil, Makhmur Road, with an area of 8334m, the price is $4,580,000 (Negotiable). - Area: 8,334 m2 - 6 large halls - Concrete.",[],Warehouse,130000,IRAQ,[],warehouse sale located erbil makhmur road area 8334m price 4 580 000 negotiable area 8 334 m2 6 large hall concrete,warehouse sale makhmur road near 120 meter street,Erbil
Apartment (3+1),3.0,2.0,2055,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-31-64077,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 191m, the price is $160,000. - Type A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 19","['security', 'balcony']",Apartment,160000,IRAQ,"['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located sulaymaniyah infinity tower area 191m price 160 000 type consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 19,apartment 3 1,Sulaymaniyah
Apartment (4th floor),3.0,1.0,1194,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-4th-floor-61695,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m, the price is $63,000. - Corner, Sulaymanya & Rizgary view - Building A4 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor Number: 4","['parking', 'security', 'balcony']",Apartment,63000,IRAQ,"['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located kalar bardasur height area 111m price 63 000 corner sulaymanya rizgary view building a4 payment plan payment 6 500 6 month 5 000 6 month 5 000 monthly installment 24 month 350 handover key 7 500 monthly installment 350 consists 3 bedroom 1 kitchen 1 living room 1 bathroom floor number 4,apartment 4th floor,Kalar
Comfortable Home with 3 Bedrooms,3.0,2.0,2152,"Atlantic City, Erbil",https://homele.com/properties/comfortable-home-with-3-bedrooms-75564,"House For Sale, located in Erbil, Atlantic City, with an area of 200m, the price is $149,000. - Block K Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['parking', 'kitchen', 'security', 'sports_recreation']",House,149000,IRAQ,"['Parking Spaces', 'Satellite/Cable TV', 'Security Staff', 'Waste Disposal', 'Furnished Kitchen', 'Playground']",house sale located erbil atlantic city area 200m price 149 000 block k consists 3 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,comfortable home 3 bedroom,Erbil
Spacious Apartment in Slemani Heights,3.0,2.0,2206,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/spacious-apartment-in-slemani-heights-72785,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 205m, the price is $160,000. - Building D5, 8th floor, Apt.3 Payment Plan: - Down Payment $80,000 - Handover the key $80,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['parking', 'security', 'electricity', 'balcony']",Apartment,160000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Sewerage System', '24hr Electricity']",apartment sale located sulaymaniyah slemani height area 205m price 160 000 building d5 8th floor apt 3 payment plan payment 80 000 handover key 80 000 consists 3 bedroom 1 kitchen 1 hall 2 bathroom,spacious apartment slemani height,Sulaymaniyah
Residential Plot (200m²),3.0,2.0,2152,"Baghmra Shahab, Erbil",https://homele.com/properties/residential-plot-200m2-81893,"Residential Plot For Sale, located in Erbil, Baghmra Shahab, with an area of 200m, the price is $25,000.",[],Residential Plot,25000,IRAQ,[],residential plot sale located erbil baghmra shahab area 200m price 25 000,residential plot 200m,Erbil
Spacious 3-Bedroom Apartment with Stunning Views,3.0,2.0,2249,"Cavalli Tower, Erbil",https://homele.com/properties/spacious-3-bedroom-apartment-with-stunning-views-81892,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 209m, the price is $219,450. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 11",[],Apartment,219450,IRAQ,[],apartment sale located erbil cavalli tower area 209m price 219 450 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 11,spacious 3 bedroom apartment stunning view,Erbil
"Residential Plot in Beryat, 200m²",3.0,2.0,2152,"Beryat, Erbil",https://homele.com/properties/residential-plot-in-beryat-200m2-81891,"Residential Plot For Sale, located in Erbil, Beryat, with an area of 200m, the price is $17,500.",[],Residential Plot,17500,IRAQ,[],residential plot sale located erbil beryat area 200m price 17 500,residential plot beryat 200m,Erbil
4-Bedroom House in Erbil,4.0,3.0,2152,"New Azadi (Atconz), Erbil",https://homele.com/properties/4-bedroom-house-in-erbil-81888,"House For Sale, located in Erbil, New Azadi (Atconz), with an area of 200m, the price is $215,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2",[],House,215000,IRAQ,[],house sale located erbil new azadi atconz area 200m price 215 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom floor number 2,4 bedroom house erbil,Erbil
Commercial House (242m²),4.0,3.0,2604,"Aram Village 2, Erbil",https://homele.com/properties/commercial-house-242m2-81885,"Commercial House For Sale, located in Erbil, Aram Village 2, with an area of 242m, the price is $410,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms",[],Commercial House,410000,IRAQ,[],commercial house sale located erbil aram village 2 area 242m price 410 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,commercial house 242m,Erbil
Ideal Plot for Building a Home,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/ideal-plot-for-building-a-home-81883,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m, the price is $75,000.",[],Residential Plot,75000,IRAQ,[],residential plot sale located erbil baghlumnara area 150m price 75 000,ideal plot building home,Erbil
Corner Residential Plot in Erbil,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/corner-residential-plot-in-erbil-81882,"Corner Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $149,000.",[],Residential Plot,149000,IRAQ,[],corner residential plot sale located erbil baghlumnara area 300m price 149 000,corner residential plot erbil,Erbil
Spacious 3-Bedroom Apartment with Great Views,3.0,2.0,2206,"Cihan city, Erbil",https://homele.com/properties/spacious-3-bedroom-apartment-with-great-views-81881,"Apartment For Sale, located in Erbil, Cihan city, with an area of 205m, the price is $140,000 (Negotiable). Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 10","['pool', 'parking', 'security', 'sports_recreation', 'balcony']",Apartment,140000,IRAQ,"['Balcony', 'Parking Spaces', 'Swimming Pool', 'CCTV Security', 'Security Staff', 'Gym']",apartment sale located erbil cihan city area 205m price 140 000 negotiable consists 3 bedroom 1 kitchen 1 living room 2 bathroom floor number 10,spacious 3 bedroom apartment great view,Erbil
Corner House Two Floors,4.0,2.0,2368,"Varsan, Erbil",https://homele.com/properties/corner-house-two-floors-80188,"House For Sale, located in Erbil, Varsan, with an area of 220m, the price is $115,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 2","['electricity', 'pets']",House,115000,IRAQ,"['Storage Space', '24hr Electricity', 'Medical Center', 'Pets Allowed', 'Barber', 'Duct Air Cooler']",house sale located erbil varsan area 220m price 115 000 consists 4 bedroom 1 kitchen 1 living room 2 bathroom floor number 2,corner house two floor,Erbil
Cozy Apartment in Rami Towers,1.0,2.0,1022,"Rami Towers, Erbil",https://homele.com/properties/cozy-apartment-in-rami-towers-81814,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 95m, the price is $69,000 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16","['parking', 'security', 'sports_recreation', 'balcony']",Apartment,69000,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Gym']",apartment sale located erbil ramus tower area 95m price 69 000 negotiable consists 1 bedroom 1 kitchen 1 hall 2 bathroom floor number 16,cozy apartment ramus tower,Erbil
Ideal Plot for Building a Home,3.0,2.0,1614,"Baghlumnara, Erbil",https://homele.com/properties/ideal-plot-for-building-a-home-81884,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m, the price is $75,000.",[],Residential Plot,75000,IRAQ,[],residential plot sale located erbil baghlumnara area 150m price 75 000,ideal plot building home,Erbil
villa available for sale in Slava City,5.0,4.0,1980,"Slava City, Erbil",https://homele.com/properties/villa-available-for-sale-in-slava-city-81803,"House For Sale, located in Erbil, Slava City, with an area of 600m, the price is $595,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2",['parking'],House,130000,IRAQ,"['Parking Spaces', 'Green Area']",house sale located erbil slava city area 600m price 595 000 negotiable consists 5 bedroom 2 kitchen 1 living room 1 hall 4 bathroom floor number 2,villa available sale slava city,Erbil
Elegant Apartment with Spacious Living Area,1.0,1.0,1033,"Empire Pearl Towers, Erbil",https://homele.com/properties/elegant-apartment-with-spacious-living-area-81868,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 96m, the price is $87,500 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 9","['parking', 'security', 'electricity', 'balcony']",Apartment,87500,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil empire pearl tower area 96m price 87 500 negotiable consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 9,elegant apartment spacious living area,Erbil
Cozy 2 Bedroom Apartment in Erbil,2.0,2.0,1388,"Empire Pearl Towers, Erbil",https://homele.com/properties/cozy-2-bedroom-apartment-in-erbil-81865,"Apartment For Sale, located in Erbil, Empire Pearl Towers, with an area of 129m, the price is $122,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 2","['parking', 'security', 'electricity', 'balcony']",Apartment,122000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area']",apartment sale located erbil empire pearl tower area 129m price 122 000 negotiable consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 2,cozy 2 bedroom apartment erbil,Erbil
Investment Opportunity with Swimming Pools,3.0,2.0,1980,"Kalka Smaq, Sulaymaniyah",https://homele.com/properties/investment-opportunity-with-swimming-pools-81864,"Furnished Commercial Property For Sale, located in Sulaymaniyah, Kalka Smaq, with an area of 13900m, the price is $1,400,000 (Negotiable). Consists of: - 17 Houses (4 Houses 100m) + (13 Houses 70m) - 3 Swimming Pool","['pool', 'parking', 'water_supply', 'electricity']",Commercial Property,130000,IRAQ,"['Parking Spaces', 'Swimming Pool', '24hr Electricity', 'Green Area', 'Curtain', '24hr Water']",furnished commercial property sale located sulaymaniyah kalka smaq area 13900m price 1 400 000 negotiable consists 17 house 4 house 100m 13 house 70m 3 swimming pool,investment opportunity swimming pool,Sulaymaniyah
Two Floor Commercial Building,3.0,2.0,2744,"Ziraa Roundabout, Erbil",https://homele.com/properties/two-floor-commercial-building-81863,"Commercial Building For Sale, located in Erbil, Ziraa Roundabout, with an area of 255m, the price is $550,000 (Negotiable). Consists of: - 6 Shops - 3 Apartments",['basement'],Commercial Building,130000,IRAQ,['Basement'],commercial building sale located erbil ziraa roundabout area 255m price 550 000 negotiable consists 6 shop 3 apartment,two floor commercial building,Erbil
Three Floor House,7.0,3.0,2152,"32 Park (Sarbasti), Erbil",https://homele.com/properties/three-floor-house-81862,"House For Sale, located in Erbil, 32 Park (Sarbasti), with an area of 200m, the price is $167,500 (Negotiable). Consists of: - 7 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms",[],House,167500,IRAQ,[],house sale located erbil 32 park sarbasti area 200m price 167 500 negotiable consists 7 bedroom 2 kitchen 1 living room 2 hall 3 bathroom,three floor house,Erbil
House Opposite Garden,5.0,3.0,3229,"Wazyiran, Erbil",https://homele.com/properties/house-opposite-garden-81857,"House For Sale, located in Erbil, Wazyiran, with an area of 300m, the price is $650,000 (Negotiable). Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2","['parking', 'balcony']",House,130000,IRAQ,"['Balcony', 'Parking Spaces', 'Green Area']",house sale located erbil wazyiran area 300m price 650 000 negotiable consists 5 bedroom 1 kitchen 1 living room 2 hall 3 bathroom floor number 2,house opposite garden,Erbil
Spacious Office with High Floor,3.0,2.0,1377,"Gulan Tower, Erbil",https://homele.com/properties/spacious-office-with-high-floor-81856,"Office For Sale, located in Erbil, Gulan Tower, with an area of 128m, the price is $230,000. Consists of: - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 10","['parking', 'security', 'water_supply', 'electricity']",Office,230000,IRAQ,"['Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Green Area', '24hr Water']",office sale located erbil gulan tower area 128m price 230 000 consists 1 kitchen 1 hall 2 bathroom floor number 10,spacious office high floor,Erbil
Luxury House,4.0,5.0,3003,"Beverly Hills, Erbil",https://homele.com/properties/luxury-house-81859,"House For Sale, located in Erbil, Beverly Hills, with an area of 279m, the price is $418,500 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 5 Bathrooms - Floor number: 2","['security', 'electricity', 'balcony']",House,418500,IRAQ,"['Balcony', 'CCTV Security', 'Security Staff', 'Waste Disposal', 'Sewerage System', '24hr Electricity']",house sale located erbil beverly hill area 279m price 418 500 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 5 bathroom floor number 2,luxury house,Erbil
Modern Home in Kirkuk,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/modern-home-in-kirkuk-74084,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,modern home kirkuk,Kirkuk
Modern Apartment for Sale,3.0,3.0,1840,"Emperor Hills Complex, Baghdad",https://homele.com/properties/modern-apartment-for-sale-69147,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 171m, the price is IQD 333,450,000. - Building C1 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 4","['parking', 'security', 'balcony']",Apartment,235156,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",university teacher offer payment increased 5 information offer please contact sale center apartment sale located baghdad emperor hill complex area 171m price iqd 333 450 000 building c1 consists 3 bedroom 1 kitchen 1 hall 3 bathroom floor number 4,modern apartment sale,Baghdad
Apartment in Installment,2.0,2.0,1313,"Lalav Sky View, Erbil",https://homele.com/properties/apartment-in-installment-64234,"Apartment For Sale, located in Erbil, Lalav Sky View, with an area of 122m, the price is $91,800 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 22","['parking', 'security', 'balcony']",Apartment,91800,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",apartment sale located erbil lalav sky view area 122m price 91 800 negotiable consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 22,apartment installment,Erbil
Residential Plot For Sale Front Garden,3.0,2.0,3229,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-for-sale-front-garden-81929,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m, the price is $118,000.",[],Residential Plot,118000,IRAQ,[],residential plot sale located erbil baghlumnara area 300m price 118 000,residential plot sale front garden,Erbil
House for sale in Mardin (55),4.0,2.0,1614,"Mardin, Erbil",https://homele.com/properties/house-for-sale-in-mardin-55-81847,"House For Sale, located in Erbil, Mardin, with an area of 150m, the price is $140,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms",[],House,140000,IRAQ,[],house sale located erbil mardin area 150m price 140 000 negotiable consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,house sale mardin 55,Erbil
Modern Apartment with 2 Bedrooms,2.0,2.0,1808,"Empire Wings, Erbil",https://homele.com/properties/modern-apartment-with-2-bedrooms-81085,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 168m, the price is $150,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 2","['parking', 'security', 'sports_recreation', 'electricity', 'balcony']",Apartment,150000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Playground']",apartment sale located erbil empire wing area 168m price 150 000 negotiable consists 2 bedroom 1 kitchen 1 living room 2 bathroom floor number 2,modern apartment 2 bedroom,Erbil
Modern Home in Qaiwan Tourism Village,3.0,2.0,1980,"Qaiwan Tourism Village, Sulaymaniyah",https://homele.com/properties/modern-home-in-qaiwan-tourism-village-76159,"House For Sale, located in Sulaymaniyah, Qaiwan Tourism Village, with an area of 486m, the price is $437,400.","['parking', 'security', 'balcony']",House,147202,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",house sale located sulaymaniyah qaiwan tourism village area 486m price 437 400,modern home qaiwan tourism village,Sulaymaniyah
Modern 3-Bedroom Apartment in Sulaymaniyah,3.0,2.0,1463,"Qaiwan Heights, Sulaymaniyah",https://homele.com/properties/modern-3-bedroom-apartment-in-sulaymaniyah-77967,"Apartment For Sale, located in Sulaymaniyah, Qaiwan Heights, with an area of 136m, the price is $108,800. - Building B2 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 3",[],Apartment,108800,IRAQ,[],apartment sale located sulaymaniyah qaiwan height area 136m price 108 800 building b2 consists 3 bedroom 1 kitchen 1 hall 2 bathroom floor number 3,modern 3 bedroom apartment sulaymaniyah,Sulaymaniyah
Modern 3-Bedroom Apartment in Prime Location,3.0,2.0,2421,"Boulevard, Erbil",https://homele.com/properties/modern-3-bedroom-apartment-in-prime-location-81844,"Apartment For Sale, located in Erbil, Boulevard, with an area of 225m, the price is $275,000. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms - Floor number: 9","['parking', 'security', 'sports_recreation', 'balcony', 'reception']",Apartment,275000,IRAQ,"['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Gym', 'Reception']",apartment sale located erbil boulevard area 225m price 275 000 consists 3 bedroom 1 kitchen 1 living room 2 bathroom floor number 9,modern 3 bedroom apartment prime location,Erbil
House for sale in Hawleri nwe ▪ 150 m²,4.0,2.0,1614,"Hawlery Nwe, Erbil",https://homele.com/properties/house-for-sale-in-hawleri-nwe-150-m2-81841,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 150m, the price is $120,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 2 Bathrooms - Floor number: 2",[],House,120000,IRAQ,[],house sale located erbil hawlery nwe area 150m price 120 000 negotiable consists 4 bedroom 2 kitchen 1 living room 1 hall 2 bathroom floor number 2,house sale hawleri nwe 150,Erbil
Apartment in Sulaymanya with Amazing Views,2.0,2.0,1517,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/apartment-in-sulaymanya-with-amazing-views-69469,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 141m, the price is $100,000. - project view payment plan: - Down payment $25,000 - with the Structure $25,000 - Handover the key $25,000 - Remaining amount $25,000 Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 14","['parking', 'security', 'balcony']",Apartment,100000,IRAQ,"['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",apartment sale located sulaymaniyah slemani height area 141m price 100 000 project view payment plan payment 25 000 structure 25 000 handover key 25 000 remaining amount 25 000 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 14,apartment sulaymanya amazing view,Sulaymaniyah
Modern Home with 4 Bedrooms,4.0,2.0,2152,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/modern-home-with-4-bedrooms-74008,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m, the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['security', 'electricity', 'balcony']",House,126940,IRAQ,"['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",house sale located kirkuk louloua residential compound area 200m price iqd 180 000 000 type consists 4 bedroom 1 kitchen 1 living room 1 hall 2 bathroom,modern home 4 bedroom,Kirkuk
New Office with City View,1.0,1.0,968,"Phoenix Tower, Erbil",https://homele.com/properties/new-office-with-city-view-69671,"Office For Sale, located in Erbil, Phoenix Tower, with an area of 90m, the price is $82,368. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 13","['parking', 'security', 'balcony']",Office,82368,IRAQ,"['Balcony', 'Parking Spaces', 'Electricity Generator', 'Double Glazed Windows', 'Satellite/Cable TV', 'CCTV Security']",office sale located erbil phoenix tower area 90m price 82 368 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 13,new office city view,Erbil
Garden View Apartment,1.0,1.0,925,"Empire Wings, Erbil",https://homele.com/properties/garden-view-apartment-81838,"Furnished Apartment For Sale, located in Erbil, Empire Wings, with an area of 86m, the price is $96,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 1",[],Apartment,96000,IRAQ,[],furnished apartment sale located erbil empire wing area 86m price 96 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 1,garden view apartment,Erbil
Two Floor House,4.0,3.0,2690,"Zin City, Erbil",https://homele.com/properties/two-floor-house-81837,"House For Sale, located in Erbil, Zin City, with an area of 250m, the price is $218,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms","['kitchen', 'air_conditioning']",House,218000,IRAQ,"['Air Conditioners Installed', 'Duct Air Cooler', 'Duct', 'Kitchen Counter']",house sale located erbil zin city area 250m price 218 000 consists 4 bedroom 1 kitchen 1 living room 1 hall 3 bathroom,two floor house,Erbil
Modern Apartment in Erbil,2.0,2.0,1797,"Alaska Towers, Erbil",https://homele.com/properties/modern-apartment-in-erbil-70767,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 167m, the price is $128,860. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 6","['parking', 'security', 'balcony']",Apartment,128860,IRAQ,"['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",apartment sale located erbil alaska tower area 167m price 128 860 consists 2 bedroom 1 kitchen 1 hall 2 bathroom floor number 6,modern apartment erbil,Erbil
Cozy apartment in Rami Towers,1.0,1.0,1130,"Rami Towers, Erbil",https://homele.com/properties/cozy-apartment-in-rami-towers-81836,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 105m, the price is $78,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 26",[],Apartment,78000,IRAQ,[],apartment sale located erbil ramus tower area 105m price 78 000 consists 1 bedroom 1 kitchen 1 hall 1 bathroom floor number 26,cozy apartment ramus tower,Erbil
