title,bedrooms,bathrooms,area,location,url,description,amenities,type,price,country,price_per_sqft,description_word_count,description_char_count,title_word_count,title_char_count,amenities_word_count,amenities_char_count,has_security_amenities,has_parking_amenities,has_pool_amenities,has_gym_amenities,has_kitchen_amenities,has_outdoor_amenities,has_luxury_amenities,has_utilities_amenities,total_amenities
Modern Apartment in Empire Wings,2.0,2.0,1808.34,"Empire Wings, Erbil",https://homele.com/properties/modern-apartment-in-empire-wings-83329,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 168m², the price is $160,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 27",[],Apartment,160000.0,Iraq,88.47893648318347,35,177,5,32,1,2,0,0,0,0,0,0,0,0,0
Spacious Apartment in Empire Square,2.0,2.0,1625.35,"Empire Square, Erbil",https://homele.com/properties/spacious-apartment-in-empire-square-83296,"Apartment For Sale, located in Erbil, Empire Square, with an area of 151m², the price is $160,000 (Negotiable). Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 10",[],Apartment,160000.0,Iraq,98.44033592764636,36,191,5,35,1,2,0,0,0,0,0,0,0,0,0
Prime residential plot in Baghlumnara,3.0,2.0,3229.17,"Baghlumnara, Erbil",https://homele.com/properties/prime-residential-plot-in-baghlumnara-83303,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 300m², the price is $41,000.",[],Residential Plot,41000.0,Iraq,12.69676108721436,17,102,5,37,1,2,0,0,0,0,0,0,0,0,0
Spacious Family Home in Erbil,3.0,2.0,2152.78,"Atlantic City, Erbil",https://homele.com/properties/spacious-family-home-in-erbil-74775,"House For Sale, located in Erbil, Atlantic City, with an area of 200m², the price is $160,000. - Block K Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Satellite/Cable TV', 'Security Staff', 'Waste Disposal', 'Furnished Kitchen', 'Playground']",House,160000.0,Iraq,74.32250392515724,38,181,5,29,11,111,1,1,1,0,1,0,0,1,6
Furnished Apartment For Sale,3.0,1.0,678.13,"Empire Wings, Erbil",https://homele.com/properties/furnished-apartment-for-sale-83300,"Furnished Apartment For Sale, located in Erbil, Empire Wings, with an area of 63m², the price is $74,500 (Negotiable). Consists of: - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 28",[],Apartment,74500.0,Iraq,109.86094111748484,34,184,4,28,1,2,0,0,0,0,0,0,0,0,0
Corner House,5.0,3.0,3229.17,"Hawlery Nwe, Erbil",https://homele.com/properties/corner-house-83289,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 300m², the price is $225,000 (Negotiable). Consists of: - 5 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 3 Bathrooms - Floor number: 2",['Kitchen Counter'],House,225000.0,Iraq,69.67734742983491,40,202,2,12,2,19,0,0,0,0,1,0,0,0,1
Cozy 1 Bedroom Apartment in Erbil,1.0,1.0,775.0,"Qaiwan Mirador, Erbil",https://homele.com/properties/cozy-1-bedroom-apartment-in-erbil-68341,"Apartment for sale in Erbil, Qaiwan Mirador - 1 Bedroom, Living room, Kitchen, 1 Bathroom - With an area of 71,75 sqm - Building G, 7th Floor - The price per meter is $800 - The total price is $57,400","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,57400.0,Iraq,74.06451612903226,40,200,6,33,9,78,2,1,1,0,0,1,0,0,5
Furnished apartment for sale,3.0,1.0,721.18,"White Towers, Erbil",https://homele.com/properties/furnished-apartment-for-sale-76363,"Furnished Apartment For Sale, located in Erbil, White Towers, with an area of 67m², the price is $50,000 (Negotiable). Consists of: - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 18","['Parking Spaces', 'Storage Space', '24hr Electricity', '24hr Water']",Apartment,50000.0,Iraq,69.33081893563327,34,184,4,28,8,69,0,1,1,0,0,0,0,2,4
150m² Residential Plot for Sale,3.0,2.0,1614.59,"Baghlumnara, Erbil",https://homele.com/properties/150m2-residential-plot-for-sale-83304,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m², the price is $28,000.",[],Residential Plot,28000.0,Iraq,17.3418638787556,17,102,5,31,1,2,0,0,0,0,0,0,0,0,0
"Spacious House in Erbil, Kurdistan City",4.0,2.0,2152.78,"Kurdistan City, Erbil",https://homele.com/properties/spacious-house-in-erbil-kurdistan-city-78340,"House For Sale, located in Erbil, Kurdistan City, with an area of 200m², the price is $140,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",House,140000.0,Iraq,65.03219093451258,35,172,6,39,11,103,2,1,1,0,0,1,0,1,6
Spacious Apartment in Empire Wings,2.0,2.0,1808.34,"Empire Wings, Erbil",https://homele.com/properties/spacious-apartment-in-empire-wings-83299,"Apartment For Sale, located in Erbil, Empire Wings, with an area of 168m², the price is $180,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 5","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Playground']",Apartment,180000.0,Iraq,99.53880354358141,35,176,5,34,10,98,2,1,1,0,0,1,0,1,6
Spacious House with Multiple Rooms,4.0,4.0,3229.17,"Pak Land, Erbil",https://homele.com/properties/spacious-house-with-multiple-rooms-83282,"House For Sale, located in Erbil, Pak Land, with an area of 300m², the price is $165,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 2","['Parking Spaces', '24hr Electricity', 'Green Area', '24hr Water']",House,165000.0,Iraq,51.0967214485456,39,186,5,34,8,66,0,1,1,0,0,0,0,2,4
Furnished Apartment For Sale,4.0,3.0,2195.84,"Avro City, Duhok",https://homele.com/properties/furnished-apartment-for-sale-83276,"Furnished Apartment For Sale, located in Duhok, Avro City, with an area of 204m², the price is $175,000. - Without Furniture $150,000 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 1",[],Apartment,175000.0,Iraq,79.69615272515301,40,212,4,28,1,2,0,0,0,0,0,0,0,0,0
Modern 1-Bedroom Apartment in Rami Towers,1.0,1.0,1022.57,"Rami Towers, Erbil",https://homele.com/properties/modern-1-bedroom-apartment-in-rami-towers-83261,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 95m², the price is $67,000. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 7",[],Apartment,67000.0,Iraq,65.52118681361667,36,178,6,41,1,2,0,0,0,0,0,0,0,0,0
Spacious Apartment With 2 Bedrooms,2.0,2.0,1829.86,"Rami Towers, Erbil",https://homele.com/properties/spacious-apartment-with-2-bedrooms-83278,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 170m², the price is $118,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 8",[],Apartment,118000.0,Iraq,64.48580765741642,35,175,5,34,1,2,0,0,0,0,0,0,0,0,0
Modern apartment with spacious layout,1.0,1.0,1022.57,"Rami Towers, Erbil",https://homele.com/properties/modern-apartment-with-spacious-layout-83263,"Apartment For Sale, located in Erbil, Rami Towers, with an area of 95m², the price is $66,900. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 27",[],Apartment,66900.0,Iraq,65.42339399747694,36,179,5,37,1,2,0,0,0,0,0,0,0,0,0
Apartment (81m²),1.0,1.0,871.88,"Shari Sharan, Sulaymaniyah",https://homele.com/properties/apartment-81m2-58198,"Apartment For Sale, located in Sulaymaniyah, Shari Sharan, with an area of 81m², the price is $39,500. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - floor number: 3","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",Apartment,39500.0,Iraq,45.304399688030465,36,186,2,16,12,107,2,1,1,0,0,1,0,0,6
Apartment (194m²),2.0,3.0,2088.2,"London Towers, Erbil",https://homele.com/properties/apartment-194m2-66517,"Apartment For Sale, located in Erbil, London Towers, with an area of 194m², the price is $178,480. - Building C Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms","['Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Security Staff', '24hr Electricity', 'Playground']",Apartment,178480.0,Iraq,85.47074035054115,34,172,2,17,12,123,1,0,0,0,0,0,0,1,6
"Building A2, 3rd floor, No.5",3.0,2.0,2055.9,"Asco International City, Erbil",https://homele.com/properties/building-a2-3rd-floor-no5-65848,"Apartment For Sale, located in Erbil, Asco International City, with an area of 191m², the price is $158,530. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 3","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'Satellite/Cable TV']",Apartment,158530.0,Iraq,77.10978160416363,36,187,5,28,12,120,0,1,1,0,0,1,0,1,6
"Apartment in Swiss Compound, Baghdad",2.0,2.0,1905.21,"Swiss Compound, Baghdad",https://homele.com/properties/apartment-in-swiss-compound-baghdad-81822,"Apartment For Sale, located in Baghdad, Swiss Compound, with an area of 176.5m², the down payment price is $18,356. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 1","['Balcony', 'Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'Double Glazed Windows', 'Satellite/Cable TV']",Apartment,229450.0,Iraq,120.4329181560038,37,194,5,36,12,122,0,1,1,0,0,1,0,1,6
Corner House,4.0,5.0,2583.34,"Hawlery Nwe, Erbil",https://homele.com/properties/corner-house-83267,"House For Sale, located in Erbil, Hawlery Nwe, with an area of 240m², the price is $197,500 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 5 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Electricity Generator', 'Central Heating', 'Storage Space', '24hr Electricity']",House,197500.0,Iraq,76.45141560925003,40,200,2,12,11,110,0,1,1,0,0,1,0,1,6
Residential Plot,3.0,2.0,3229.17,"Baghlumnara, Erbil",https://homele.com/properties/residential-plot-83266,"Residential Plot For Sale, located in Erbil, Baghlumnara (4000), with an area of 300m², the price is $43,500.",[],Residential Plot,43500.0,Iraq,13.470953836434749,18,109,2,16,1,2,0,0,0,0,0,0,0,0,0
Modern Home with 4 Bedrooms,4.0,4.0,2583.34,"Davos City, Erbil",https://homele.com/properties/modern-home-with-4-bedrooms-83265,"House For Sale, located in Erbil, Davos City, with an area of 240m², the price is $250,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,250000.0,Iraq,96.77394380917725,36,181,5,27,1,2,0,0,0,0,0,0,0,0,0
Spacious Villa in Spanish Village,4.0,4.0,3444.45,"Spanish Village, Erbil",https://homele.com/properties/spacious-villa-in-spanish-village-83264,"House For Sale, located in Erbil, Spanish Village, with an area of 320m², the price is $380,000 (Negotiable). Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 4 Bathrooms",[],House,380000.0,Iraq,110.32240270580209,36,187,5,33,1,2,0,0,0,0,0,0,0,0,0
Spacious 4 Bedroom Apartment in Vana Towers,4.0,2.0,2443.41,"Vana Towers, Erbil",https://homele.com/properties/spacious-4-bedroom-apartment-in-vana-towers-83262,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 227m², the price is $170,250. - Corner and Internal View Apartment - Building A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,170250.0,Iraq,69.67721340258082,40,207,7,43,12,118,2,1,1,0,0,0,0,0,6
Spacious Family Home in Baghdad,4.0,3.0,2152.78,"Al Jawahery Residential City, Baghdad",https://homele.com/properties/spacious-family-home-in-baghdad-81671,"House For Sale, located in Baghdad, Al Jawahery Residential City, with an area of 200m², the price is IQD 200,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms - Sales Center : Baghdad - Al Mansour - Jordan Street - Near Said Halib intersection - Call Center : 7740 - WhatsApp : +9647874777177","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",House,141044.0,Iraq,65.51714527262423,63,329,5,31,12,106,2,1,1,0,0,1,0,0,6
Modern Apartment in Vana Towers,3.0,2.0,2281.95,"Vana Towers, Erbil",https://homele.com/properties/modern-apartment-in-vana-towers-83257,"Apartment For Sale, located in Erbil, Vana Towers, with an area of 212m², the price is $156,880. - External View Apartment - Building A Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Central Air-Conditioner', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,156880.0,Iraq,68.74821972435856,38,196,5,31,12,118,2,1,1,0,0,0,0,0,6
1BR Apartment in Erbil English Tower,1.0,1.0,1033.33,"English Tower, Erbil",https://homele.com/properties/1br-apartment-in-erbil-english-tower-71739,"Apartment For Sale, located in Erbil, English Tower, with an area of 96m², the price is $102,720. - Building A14 Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 3","['Balcony', 'Parking Spaces', 'Central Heating', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,102720.0,Iraq,99.40677227991058,38,189,6,36,11,102,2,1,1,0,0,1,0,0,6
Spacious House for Sale,4.0,2.0,2152.78,"Louloua Residential Compound, Kirkuk",https://homele.com/properties/spacious-house-for-sale-75914,"House For Sale, located in Kirkuk, Louloua Residential Compound, with an area of 200m², the price is IQD 180,000,000. - Type A Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'CCTV Security', 'Sewerage System', '24hr Electricity', 'Internet', 'Green Area']",House,126940.0,Iraq,58.96561655162162,40,203,4,23,10,93,2,0,0,0,0,1,0,2,6
Apartment in Alaska Tower,1.0,1.0,1184.03,"Alaska Towers, Erbil",https://homele.com/properties/apartment-in-alaska-tower-73182,"Apartment For Sale, located in Erbil, Alaska Towers, with an area of 110m², the price is $84,700. - Building A, 15th floor, Apt.1 Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 15","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,84700.0,Iraq,71.53534961107404,41,207,4,25,12,108,2,1,1,0,0,1,0,0,6
"Elegant 1BR apartment Rona Towers, Erbil",1.0,1.0,850.35,"Rona Towers, Erbil",https://homele.com/properties/elegant-1br-apartment-rona-towers-erbil-83244,"Apartment For Sale, located in Erbil, Rona Towers, with an area of 79m², the price is $53,500 (Negotiable). Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 27","['Balcony', '24hr Electricity', 'Green Area', 'Market', 'Elevator', 'Cafeteria']",Apartment,53500.0,Iraq,62.915270182865875,36,185,6,40,8,80,0,0,0,0,0,1,0,1,6
Modern 3 bedrooms with smart system,3.0,2.0,2002.09,"Unique Towers, Erbil",https://homele.com/properties/modern-3-bedrooms-with-smart-system-83243,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 186m², the price is $154,710. Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 23","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,154710.0,Iraq,77.27424841041112,35,178,6,35,9,78,2,1,1,0,0,1,0,0,5
Spacious 4 Bedrooms House in Aram Village 2,4.0,4.0,2604.86,"Aram Village 2, Erbil",https://homele.com/properties/spacious-4-bedrooms-house-in-aram-village-2-81561,"House For Sale, located in Erbil, Aram Village 2, with an area of 242m², the price is $270,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 4 Bathrooms - Floor number: 2",[],House,270000.0,Iraq,103.65240358406977,40,190,8,43,1,2,0,0,0,0,0,0,0,0,0
Apartment (on 16th floor),3.0,2.0,2002.09,"Infinity Towers, Sulaymaniyah",https://homele.com/properties/apartment-on-16th-floor-62294,"Apartment For Sale, located in Sulaymaniyah, Infinity Towers, with an area of 186m², the price is $153,000. - Type B Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor number: 16","['Balcony', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,153000.0,Iraq,76.42014095270443,38,196,4,25,12,107,2,0,1,0,0,1,0,0,6
House (No. 44),4.0,3.0,2152.78,"Crystal City, Kirkuk",https://homele.com/properties/house-no-44-62668,"House For Sale, located in Kirkuk, Crystal City, with an area of 200m², the price is IQD 215,000,000. Consists of: - 4 Bedrooms - 2 Kitchens - 1 Living Room - 1 Hall - 3 Bathrooms - Floor number: 2","['Balcony', 'Parking Spaces', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System']",House,151622.0,Iraq,70.43079181337619,40,197,3,14,12,108,2,1,1,0,0,1,0,0,6
Spacious House with 4 Bedrooms,4.0,2.0,2152.78,"Bawabat Kirkuk, Kirkuk",https://homele.com/properties/spacious-house-with-4-bedrooms-58765,"House (Type A) For Sale, located in Kirkuk, Bawabat Kirkuk, with an area of 200m², the price is IQD 189,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",House,133287.0,Iraq,61.9138973792027,38,189,5,30,12,110,2,0,0,0,0,1,0,1,6
House (A-99),4.0,2.0,2152.78,"Aram City 3, Kirkuk",https://homele.com/properties/house-a-99-62099,"House For Sale, located in Kirkuk, Aram City 3, with an area of 200m², the price is IQD 190,000,000. - Opposite House - A-99 Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",House,133992.0,Iraq,62.24138091212292,42,201,2,12,12,108,2,1,1,0,0,1,0,0,6
Apartment (in Building A5),3.0,1.0,1194.79,"Bardasur Heights, Kalar",https://homele.com/properties/apartment-in-building-a5-60386,"Apartment For Sale, located in Kalar, Bardasur Height, with an area of 111m², the price is $61,000. - Normal & Sulaymanya view - Building A5 Payment plan: - Down payment $6,500 - After 6 months $5,000 - After 6 months $5,000 - Monthly Installment (for 24 months) $350 - Handover the key $7,500 - Monthly Installment $350 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor Number: 2","['Balcony', 'Parking Spaces', 'Storage Space', 'CCTV Security', 'Security Staff', 'Sewerage System']",Apartment,61000.0,Iraq,51.054997112463276,76,405,4,26,11,100,2,1,1,0,0,1,0,0,6
House (200m²),5.0,3.0,2152.78,"Royal City, Kalar",https://homele.com/properties/house-200m2-58126,"House (Type E) For Sale, located in Kalar, Royal City, with an area of 200m², the price is $165,000. Consists of: - 5 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 3 Bathrooms","['Balcony', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",House,165000.0,Iraq,76.64508217281839,37,177,2,13,11,105,1,0,0,0,0,1,0,2,6
House (Gold Offer),2.0,1.0,1937.5,"Jaff City, Kalar",https://homele.com/properties/house-gold-offer-58494,"House (Gold Offer with %8 discount) For Sale, located in Kalar, Jaff City, with an area of 180m², the price is $62,600. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 1 Bathroom","['Balcony', 'Double Glazed Windows', 'Security Staff', 'Waste Disposal', '24hr Electricity', 'Internet']",House,62600.0,Iraq,32.30967741935484,40,195,3,18,11,104,1,0,0,0,0,1,0,2,6
House in Installment,2.0,1.0,1722.22,"Hiwa City, Kalar",https://homele.com/properties/house-in-installment-57098,"House For Sale, located in Kalar, Hiwa City, with an area of 160m², the price is $68,000. Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 1 Bathroom","['CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Playground', 'Green Area']",House,68000.0,Iraq,39.483921914737955,32,156,3,20,11,102,2,0,0,0,0,0,0,1,6
Corner House,2.0,2.0,2131.25,"Shari Shko, Kalar",https://homele.com/properties/corner-house-61524,"House (Golden Offer) For Sale, located in Kalar, Shari Shko, with an area of 198m², the price is $63,100. - Type A Consists of: - 2 Bedrooms - 1 Kitchen - 1 Living Room - 2 Bathrooms","['Parking Spaces', 'Double Glazed Windows', 'Security Staff', 'Sewerage System', '24hr Electricity', 'Internet']",House,63100.0,Iraq,29.607038123167154,37,182,2,12,12,112,1,1,1,0,0,0,0,2,6
Cozy 4-Bedroom House in Kirkuk,4.0,2.0,2152.78,"Soma City, Kirkuk",https://homele.com/properties/cozy-4-bedroom-house-in-kirkuk-73535,"House (Type D) For Sale, located in Kirkuk, Soma City, with an area of 200m², the price is IQD 235,000,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Central Air-Conditioner', 'Satellite/Cable TV', 'CCTV Security', 'Security Staff', 'Waste Disposal']",House,165727.0,Iraq,76.98278505002833,38,184,5,30,11,113,2,0,0,0,0,1,0,1,6
Spacious Apartment in Buruj Residential Complex,2.0,2.0,1754.52,"Buruj Residential Complex, Baghdad",https://homele.com/properties/spacious-apartment-in-buruj-residential-complex-69597,"Apartment For Sale, located in Baghdad, Buruj Residential Complex, with an area of 163m², the price is $275,256. - Building Riviera A Consists of: - 2 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms","['Balcony', 'Central Air-Conditioner', 'Double Glazed Windows', 'Storage Space', 'CCTV Security', 'Security Staff']",Apartment,275256.0,Iraq,156.88393406743725,36,194,6,47,12,115,2,0,1,0,0,1,0,0,6
Elegant 3-Bedroom Apartment with Beautiful Views,3.0,3.0,1840.63,"Emperor Hills Complex, Baghdad",https://homele.com/properties/elegant-3-bedroom-apartment-with-beautiful-views-71369,"University Teachers Offers: * The Down Payment has been increased to (%5). For more information about offers please contact the sales center. Apartment For Sale, located in Baghdad, Emperor Hills Complex, with an area of 171m², the price is IQD 299,250,000. - Building C4 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 6","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'CCTV Security', 'Security Staff']",Apartment,211037.0,Iraq,114.65476494461134,62,350,6,48,12,108,2,1,1,0,0,1,0,0,6
Spacious Apartment in Cavalli Tower,4.0,3.0,2529.52,"Cavalli Tower, Erbil",https://homele.com/properties/spacious-apartment-in-cavalli-tower-81829,"Apartment For Sale, located in Erbil, Cavalli Tower, with an area of 235m², the price is $246,750. - Waziran View Consists of: - 4 Bedrooms - 1 Kitchen - 1 Hall - 3 Bathrooms - Floor number: 36","['Parking Spaces', 'Central Air-Conditioner', 'Double Glazed Windows', 'CCTV Security', 'Security Staff', 'Waste Disposal']",Apartment,246750.0,Iraq,97.5481514279389,38,193,5,35,13,123,2,1,1,0,0,0,0,0,6
Modern One-bedroom Apartment in Erbil,1.0,1.0,904.17,"Unique Towers, Erbil",https://homele.com/properties/modern-one-bedroom-apartment-in-erbil-83241,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 84m², the price is $69,637. Consists of: - 1 Bedroom - 1 Kitchen - 1 Living Room - 1 Bathroom - Floor number: 18","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,69637.0,Iraq,77.01759624849309,36,181,5,37,9,78,2,1,1,0,0,1,0,0,5
Modern House in Atlantic City,3.0,2.0,2152.78,"Atlantic City, Erbil",https://homele.com/properties/modern-house-in-atlantic-city-75120,"House For Sale, located in Erbil, Atlantic City, with an area of 200m², the price is $160,000. - Block K Consists of: - 3 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Parking Spaces', 'Satellite/Cable TV', 'Security Staff', 'Waste Disposal', 'Furnished Kitchen', 'Playground']",House,160000.0,Iraq,74.32250392515724,38,181,5,29,11,111,1,1,1,0,1,0,0,1,6
Modern Apartment with 3 Bedrooms,3.0,2.0,1980.56,"Slemani Heights, Sulaymaniyah",https://homele.com/properties/modern-apartment-with-3-bedrooms-69629,"Apartment For Sale, located in Sulaymaniyah, Slemani Heights, with an area of 184m², the price is $140,000. - project view payment plan: - Down payment $35,000 - with the Structure $35,000 - Handover the key $35,000 - Remaining amount $35,000 Consists of: - 3 Bedrooms - 1 Kitchen - 1 Hall - 2 Bathrooms - Floor Number: 15","['Balcony', 'Parking Spaces', 'Central Heating', 'Double Glazed Windows', 'Storage Space', 'CCTV Security']",Apartment,140000.0,Iraq,70.68707840206811,58,322,5,32,12,107,2,1,1,0,0,1,0,0,6
"Building G, 5th Floor",2.0,1.0,1280.9,"Qaiwan Mirador, Erbil",https://homele.com/properties/building-g-5th-floor-66594,"Apartment for sale in Erbil, Qaiwan Mirador - 2 bedrooms, living room, kitchen, 1 bathroom - With an area of 119sqm - Building G, 5th Floor - The price per meter is $800 - The total price is $95,200 The payment plan: - Down payment $17,136 (%18) - When the structure is complete $20,944 (%22) - With handover $23,800 (%25) - Remaining amount($33,320) will be paid in 60 Months, each month ($555)","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Green Area']",Apartment,95200.0,Iraq,74.32274182215629,72,395,4,21,9,78,2,1,1,0,0,1,0,0,5
Spacious home with elegant design,4.0,2.0,2152.78,"Kurdistan City, Erbil",https://homele.com/properties/spacious-home-with-elegant-design-76683,"House For Sale, located in Erbil, Kurdistan City, with an area of 200m², the price is $100,000 (Negotiable). Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 1 Hall - 2 Bathrooms","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', 'Sewerage System', '24hr Electricity']",House,100000.0,Iraq,46.45156495322327,36,185,5,33,11,103,2,1,1,0,0,1,0,1,6
Apartment in Installment,1.0,1.0,979.51,"Unique Towers, Erbil",https://homele.com/properties/apartment-in-installment-83236,"Apartment For Sale, located in Erbil, Unique Towers, with an area of 91m², the price is $75,200. Consists of: - 1 Bedroom - 1 Kitchen - 1 Hall - 1 Bathroom - Floor number: 27","['Balcony', 'Parking Spaces', 'CCTV Security', 'Security Staff', '24hr Electricity', 'Internet']",Apartment,75200.0,Iraq,76.7730804177599,35,174,3,24,10,96,2,1,1,0,0,1,0,2,6
Ideal Spot for your Dream Home in Erbil,3.0,2.0,1614.59,"Baghlumnara, Erbil",https://homele.com/properties/ideal-spot-for-your-dream-home-in-erbil-83305,"Residential Plot For Sale, located in Erbil, Baghlumnara, with an area of 150m², the price is $24,500.",[],Residential Plot,24500.0,Iraq,15.174130893911148,17,102,8,39,1,2,0,0,0,0,0,0,0,0,0
Spacious Home in Davos City,4.0,4.0,2583.34,"Davos City, Erbil",https://homele.com/properties/spacious-home-in-davos-city-83224,"House For Sale, located in Erbil, Davos City, with an area of 240m², the price is $245,000. Consists of: - 4 Bedrooms - 1 Kitchen - 1 Living Room - 2 Halls - 4 Bathrooms - Floor number: 1","['Balcony', 'Parking Spaces', '24hr Electricity', 'Green Area', '24hr Water']",House,245000.0,Iraq,94.83846493299372,39,187,5,27,9,77,0,1,1,0,0,1,0,2,5
